Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,prediction
73638.0,-2.76927915311495,1.11771263593607,-0.798164959453357,2.00287157006744,-0.754938765614409,-1.0216876007251,-1.931456715335,0.349900445553532,-0.536327650002244,-1.10087628311298,1.55142584857586,-3.62982461519608,-1.1827221734855,-3.18187676142821,2.33009688916107,-3.14755474712385,-3.88011791367258,-2.07759199580112,1.80421384044073,0.254679077685113,0.0548971445827076,-0.499620596830702,-0.478017380043593,0.0338214479083821,-0.849390067264507,0.228078575916894,-0.023736324774586,-0.026695194691478,15.22,0,1
99129.0,-3.14111481773954,2.01415371220239,-0.610409333608785,5.94665882891274,-1.86853400723498,0.756736892240363,-3.31384231234087,0.227978180993546,-0.937893804373359,-0.976491830527394,3.05059933586094,-6.93060548542287,0.118404517784811,-1.93153624243992,-0.569346542650597,-2.97608410042903,-5.39670175532831,-0.780562802876565,1.90655751088489,-0.563324498132998,1.40851107190565,0.800388799848745,0.514926320421351,-0.0493729777268121,-0.510364292608872,0.44258323685501,-0.165736839205461,0.6827840274271,45.51,0,1
117109.0,-1.90568213270409,0.913350729809495,-2.13864718086297,-0.456271406448299,-3.11857765018072,-1.06869250482136,-3.84618122261088,1.45143318319357,-2.54530668025659,-4.18240889686857,3.36115562385578,-5.51003180396136,-0.716784756071012,-5.32527103012639,-1.2436153498573,-3.1505473368402,-8.92094441480317,-3.81892850508751,0.875904660804659,0.840483347307887,1.20235231001818,1.0676229693218,0.0429564038748536,-0.0478751156972463,0.376573287269161,-0.112155882090985,0.875976909606095,0.300647627298676,119.99,0,1
121430.0,1.93911601382885,0.0850976829955752,-2.66297456648432,0.435701436389827,1.16899344073497,-0.022728985921589,0.229744934327211,-0.0360038384463992,0.60299653221914,-0.948951780617145,0.531322007659507,0.607291072156815,0.154949420626382,-2.0123180476918,-0.745470661062925,0.514428541269777,1.06055016810434,1.19433748267503,0.501776702063145,0.0115793210947965,-0.154346500433432,-0.320491096954033,-0.0856294620174924,-0.524722182095525,0.28372049325133,-0.285547124565097,0.0018602369003514,-0.0099307589476111,65.07,0,1
128663.0,-1.56366411456191,2.2992316534187,-3.60166127434903,1.46129725118689,0.493802933355539,-1.60744397876097,-1.52445358134742,0.816681065762804,-2.63392684799029,-4.40702550791431,3.51681320853012,-3.44169411190896,-0.257784412160303,-5.5423572675001,-0.514741073107536,-3.2268268023555,-3.53261634329382,-0.952771906078043,1.66460534218348,0.550943147659188,0.662773726624231,0.366741283759906,-0.430648758365439,0.519111544352767,0.251579750275579,0.84872256666595,0.545892454241948,0.324339601524389,0.76,0,1
128759.0,-1.2721170378153,1.82761538129723,-3.81060977838022,0.583759429066067,-0.641241659911406,-1.38904348579078,-1.95405395436729,1.17391997369635,-2.05319134425828,-3.34506130667145,2.37640423683332,-2.53805206931871,-0.0904541466730078,-2.42616754529086,-1.61864781114481,-3.51594398365266,-6.19900773693385,-2.41060577215255,0.760435151630973,-0.0272684521661314,0.858998001255691,0.858774883586953,0.0830791493463243,0.741676007542821,-0.173233871025323,0.534870071750152,0.183562195629891,0.0203162223012201,0.76,0,1
131999.0,1.90217893070565,1.02571153454588,-2.0582182326194,4.02685459131389,1.42052951740735,0.39818410980426,0.107490298597086,0.167952623147283,-0.937790614067493,0.280431207392426,0.580380787047222,-0.433559542588084,-0.633864151178143,-2.92966977536362,-1.78887422541032,1.84881165962884,1.46715603341544,1.59505698207938,-1.30547084065824,-0.195056529637613,-0.0926324280570277,-0.1299872004648,-0.0007840313452325,-0.0900336172422321,0.184272571409707,0.0799793061137773,0.0005186621849183,0.007968063319345,0.76,0,1
135191.0,1.8769268045511,2.59033804510545,-4.27336952114551,5.07103815301985,2.20280959598825,-2.78281661551518,1.40351940028939,-0.545136972691761,-1.95161746839469,-1.79115068112865,2.20650649013343,-1.74494852101576,-0.850048312739053,-7.53093416213859,0.0787736628927905,2.87836765981621,6.06474619116427,2.7428031591294,-3.09230536336318,-0.110044254056451,-0.257526685779566,-0.660329813874764,-0.0110138881475225,0.205634854182617,0.254467977870206,0.0906209648390743,0.015457210269278,0.124366746057523,0.77,0,1
136560.0,-0.910725297346431,1.51331242565516,-4.08329239919366,2.10231194285719,2.84993670655899,-2.76272394657207,1.55882432018178,-0.372763832037376,-1.15139469722897,-1.91129314598951,0.565805069343792,-0.557285874180002,0.462079945439549,-4.48388902127937,0.156899792998638,0.508556797079632,4.2878446050954,2.05259309216994,-0.21178609029616,-0.613369055405562,0.168025034621998,1.28863929020634,0.785141964488851,-0.396601053921869,-0.901079949492343,-0.343507983216738,0.320689425455166,0.218956960465961,1.0,0,1
142223.0,1.71933234197868,1.02801745533999,-2.05603416660709,4.20648951777857,1.10131961195744,-0.713743890113447,0.672315869019279,-0.140571219150007,-1.50649240281262,0.325083239228627,1.53146986508457,-0.0682169211722747,-0.360814282007021,-2.54100183306941,-1.3711403217994,1.79064021168407,1.54775774866655,1.06558058789336,-1.57978210880344,-0.0492862035285728,-0.212753254914698,-0.76659902180242,0.117322396270499,-0.242448237072564,-0.108112009240224,-0.20762630499122,-0.0314893536971577,0.0221986194410176,83.4,0,1
155400.0,1.87763102653787,1.23384772843901,-1.55615714625486,4.37648657970126,0.897299673442182,-0.829882783956245,0.510571445731182,-0.2332812514279,-1.08956046295809,0.187423368255943,0.0004703637759045,0.0352038942118656,0.664548229327016,-2.94786970023766,-1.29046615706958,1.14072539363065,1.85126093600225,0.205154128243836,-1.91109912141651,-0.193509038180537,-0.181469450784463,-0.286038215429858,0.158538183274642,0.104445951640915,0.0330868308568062,-0.0627383090152664,0.0101411456085235,0.0165136506440117,0.0,0,1
